Palabras clave,Fecha y hora,Origen,Id. del evento,Categoría de la tarea
Auditoría correcta,03/06/2014 11:31:54,Microsoft-Windows-Security-Auditing,4732,Administración de grupos de seguridad,"Se agregó un miembro a un grupo local con seguridad habilitada.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Miembro:
	Id. de seguridad:		IHERNANDEZ2A\alu1
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		BUILTIN\Usuarios
	Nombre de grupo:		Usuarios
	Dominio de grupo:		Builtin

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:31:54,Microsoft-Windows-Security-Auditing,4738,Administración de cuentas de usuario,"Se cambió una cuenta de usuario.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Cuenta de destino:
	Id. de seguridad:		IHERNANDEZ2A\alu1
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A

Atributos cambiados:
	Nombre de cuenta SAM:	alu1
	Nombre para mostrar:		alu1
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	03/06/2014 11:31:54
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x10
	Nuevo valor de UAC:		0x210
	Control de cuentas de usuario:	
		""La contraseña no expira"" - Habilitado
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:31:54,Microsoft-Windows-Security-Auditing,4738,Administración de cuentas de usuario,"Se cambió una cuenta de usuario.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Cuenta de destino:
	Id. de seguridad:		IHERNANDEZ2A\alu1
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A

Atributos cambiados:
	Nombre de cuenta SAM:	alu1
	Nombre para mostrar:		alu1
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	03/06/2014 11:31:54
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x10
	Nuevo valor de UAC:		0x10
	Control de cuentas de usuario:	-
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:31:54,Microsoft-Windows-Security-Auditing,4724,Administración de cuentas de usuario,"Se intentó restablecer la contraseña de una cuenta.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Cuenta de destino:
	Id. de seguridad:		IHERNANDEZ2A\alu1
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A"
Auditoría correcta,03/06/2014 11:31:54,Microsoft-Windows-Security-Auditing,4738,Administración de cuentas de usuario,"Se cambió una cuenta de usuario.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Cuenta de destino:
	Id. de seguridad:		IHERNANDEZ2A\alu1
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A

Atributos cambiados:
	Nombre de cuenta SAM:	alu1
	Nombre para mostrar:		alu1
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	03/06/2014 11:31:54
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x15
	Nuevo valor de UAC:		0x10
	Control de cuentas de usuario:	
		Cuenta habilitada
		""No se necesita contraseña"" - Deshabilitado
	Parámetros de usuario:	-
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:31:54,Microsoft-Windows-Security-Auditing,4722,Administración de cuentas de usuario,"Se habilitó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Cuenta de destino:
	Id. de seguridad:		IHERNANDEZ2A\alu1
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A"
Auditoría correcta,03/06/2014 11:31:54,Microsoft-Windows-Security-Auditing,4720,Administración de cuentas de usuario,"Se creó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Nueva cuenta:
	Id. de seguridad:		IHERNANDEZ2A\alu1
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A

Atributos:
	Nombre de cuenta SAM:	alu1
	Nombre para mostrar:		<valor no establecido>
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	<nunca>
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x0
	Nuevo valor de UAC:		0x15
	Control de cuentas de usuario:	
		Cuenta deshabilitada
		""No se necesita contraseña"" - Habilitado
		""Cuenta normal"" - Habilitado
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios		-"
Auditoría correcta,03/06/2014 11:31:54,Microsoft-Windows-Security-Auditing,4728,Administración de grupos de seguridad,"Se agregó un miembro a un grupo global con seguridad habilitada.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Miembro:
	Id. de seguridad:		IHERNANDEZ2A\alu1
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		IHERNANDEZ2A\None
	Nombre de grupo:		None
	Dominio de grupo:		IHERNANDEZ2A

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:31:30,Microsoft-Windows-Security-Auditing,4726,Administración de cuentas de usuario,"Se eliminó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Cuenta de destino:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1009
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A

Información adicional:
	Privilegios	-"
Auditoría correcta,03/06/2014 11:31:30,Microsoft-Windows-Security-Auditing,4729,Administración de grupos de seguridad,"Se quitó un miembro de un grupo global con seguridad habilitada.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Miembro:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1009
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		IHERNANDEZ2A\None
	Nombre de grupo:		None
	Dominio de grupo:		IHERNANDEZ2A

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:31:30,Microsoft-Windows-Security-Auditing,4720,Administración de cuentas de usuario,"Se creó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Nueva cuenta:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1009
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A

Atributos:
	Nombre de cuenta SAM:	alu1
	Nombre para mostrar:		<valor no establecido>
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	<nunca>
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x0
	Nuevo valor de UAC:		0x15
	Control de cuentas de usuario:	
		Cuenta deshabilitada
		""No se necesita contraseña"" - Habilitado
		""Cuenta normal"" - Habilitado
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios		-"
Auditoría correcta,03/06/2014 11:31:30,Microsoft-Windows-Security-Auditing,4728,Administración de grupos de seguridad,"Se agregó un miembro a un grupo global con seguridad habilitada.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Miembro:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1009
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		IHERNANDEZ2A\None
	Nombre de grupo:		None
	Dominio de grupo:		IHERNANDEZ2A

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:31:18,Microsoft-Windows-Security-Auditing,4726,Administración de cuentas de usuario,"Se eliminó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Cuenta de destino:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1008
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A

Información adicional:
	Privilegios	-"
Auditoría correcta,03/06/2014 11:31:18,Microsoft-Windows-Security-Auditing,4729,Administración de grupos de seguridad,"Se quitó un miembro de un grupo global con seguridad habilitada.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Miembro:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1008
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		IHERNANDEZ2A\None
	Nombre de grupo:		None
	Dominio de grupo:		IHERNANDEZ2A

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:31:18,Microsoft-Windows-Security-Auditing,4720,Administración de cuentas de usuario,"Se creó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Nueva cuenta:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1008
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A

Atributos:
	Nombre de cuenta SAM:	alu1
	Nombre para mostrar:		<valor no establecido>
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	<nunca>
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x0
	Nuevo valor de UAC:		0x15
	Control de cuentas de usuario:	
		Cuenta deshabilitada
		""No se necesita contraseña"" - Habilitado
		""Cuenta normal"" - Habilitado
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios		-"
Auditoría correcta,03/06/2014 11:31:18,Microsoft-Windows-Security-Auditing,4728,Administración de grupos de seguridad,"Se agregó un miembro a un grupo global con seguridad habilitada.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Miembro:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1008
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		IHERNANDEZ2A\None
	Nombre de grupo:		None
	Dominio de grupo:		IHERNANDEZ2A

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:30:57,Microsoft-Windows-Security-Auditing,4726,Administración de cuentas de usuario,"Se eliminó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Cuenta de destino:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1007
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A

Información adicional:
	Privilegios	-"
Auditoría correcta,03/06/2014 11:30:57,Microsoft-Windows-Security-Auditing,4729,Administración de grupos de seguridad,"Se quitó un miembro de un grupo global con seguridad habilitada.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Miembro:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1007
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		IHERNANDEZ2A\None
	Nombre de grupo:		None
	Dominio de grupo:		IHERNANDEZ2A

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:30:57,Microsoft-Windows-Security-Auditing,4720,Administración de cuentas de usuario,"Se creó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Nueva cuenta:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1007
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A

Atributos:
	Nombre de cuenta SAM:	alu1
	Nombre para mostrar:		<valor no establecido>
	Nombre principal de usuario:	-
	Directorio principal:		<valor no establecido>
	Unidad principal:		<valor no establecido>
	Ruta de acceso de script:		<valor no establecido>
	Ruta de acceso de perfil:		<valor no establecido>
	Estaciones de trabajo de usuario:	<valor no establecido>
	Última contraseña establecida:	<nunca>
	Expiración de cuenta:		<nunca>
	Id. de grupo primario:	513
	Se permite delegación a:	-
	Valor de UAC anterior:		0x0
	Nuevo valor de UAC:		0x15
	Control de cuentas de usuario:	
		Cuenta deshabilitada
		""No se necesita contraseña"" - Habilitado
		""Cuenta normal"" - Habilitado
	Parámetros de usuario:	<valor no establecido>
	Historial de SID:		-
	Horas de inicio de sesión:		Todo

Información adicional:
	Privilegios		-"
Auditoría correcta,03/06/2014 11:30:57,Microsoft-Windows-Security-Auditing,4728,Administración de grupos de seguridad,"Se agregó un miembro a un grupo global con seguridad habilitada.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Miembro:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1007
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		IHERNANDEZ2A\None
	Nombre de grupo:		None
	Dominio de grupo:		IHERNANDEZ2A

Información adicional:
	Privilegios:		-"
Auditoría correcta,03/06/2014 11:30:44,Microsoft-Windows-Security-Auditing,4726,Administración de cuentas de usuario,"Se eliminó una cuenta de usuario.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Cuenta de destino:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1006
	Nombre de cuenta:		alu1
	Dominio de cuenta:		IHERNANDEZ2A

Información adicional:
	Privilegios	-"
Auditoría correcta,03/06/2014 11:30:44,Microsoft-Windows-Security-Auditing,4729,Administración de grupos de seguridad,"Se quitó un miembro de un grupo global con seguridad habilitada.

Sujeto:
	Id. de seguridad:		IHERNANDEZ2A\ivanhdez
	Nombre de cuenta:		ivanhdez
	Dominio de cuenta:		IHERNANDEZ2A
	Id. de inicio de sesión:		0x54db9

Miembro:
	Id. de seguridad:		S-1-5-21-1311732212-3697719526-3125253188-1006
	Nombre de cuenta:		-

Grupo:
	Id. de seguridad:		IHERNANDEZ2A\None
	Nombre de grupo:		None
	Dominio de grupo:		IHERNANDEZ2A

Información adicional:
	Privilegios:		-"
